time/total_timesteps,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/value_loss,train/std,train/clip_fraction,train/approx_kl,train/entropy_loss
2185920,8454,253,258,7560.0,-5019.63206629,-1.0175923109054565,0.9996481537818909,0.2,-0.0025875019940927073,5e-05,2520,0.00048427224438421913,42.03357696533203,0.014594907407407407,0.0028049967,-20.302623875935872
2194560,8485,254,258,7560.0,-5019.17030839,-1.0225590467453003,0.9989845752716064,0.2,-0.0008519209455698729,5e-05,2530,0.000691845576123645,42.51323699951172,0.006643518518518518,0.0020016553,-20.345521156876174
2203200,8517,255,258,7560.0,-5042.67401579,-1.0131874084472656,0.9987167716026306,0.2,-0.0009035957804708569,5e-05,2540,0.0004885215429520166,43.112205505371094,0.006851851851851852,0.0019328321,-20.39561625727901
2211840,8548,256,258,7560.0,-5044.472980719999,-1.0391781330108643,0.998003363609314,0.2,-0.0012885422511371197,5e-05,2550,0.0013992648007546517,43.7432746887207,0.013159722222222222,0.002206601,-20.451347728305393
2220480,8580,257,258,7560.0,-5037.53104133,-1.02864670753479,0.9989158511161804,0.2,-0.0011311482976156253,5e-05,2560,0.0005300060542800498,44.641639709472656,0.009398148148148149,0.0024513514,-20.520595758226182
2229120,8611,258,258,7560.0,-5033.9837953900005,-1.0388672351837158,0.9995004534721375,0.2,-0.0030640894450523234,5e-05,2570,0.0003786166930998055,45.149505615234375,0.014826388888888889,0.003254338,-20.57522718641493
2237760,8644,259,258,7560.0,-5058.46601068,-1.0275746583938599,0.9992382526397705,0.2,-0.0009211671203202395,5e-05,2580,0.0005998517338001101,45.764488220214844,0.008900462962962962,0.002180307,-20.61703059302436
2246400,8676,260,258,7560.0,-5063.97113854,-1.0464345216751099,0.9917841553688049,0.2,-0.0008838685018148411,5e-05,2590,0.001167944196624578,46.61060333251953,0.006863425925925926,0.0021961848,-20.678699778804074
2255040,8708,261,258,7560.0,-5059.37663769,-1.0330939292907715,0.9982645511627197,0.2,-0.00055522266421812,5e-05,2600,0.0006109665635718826,47.11824035644531,0.0031134259259259257,0.0013729427,-20.734820874532065
2263680,8739,262,259,7560.0,-5073.002341439999,-1.0537127256393433,0.9991477131843567,0.2,-0.0020955543406307696,5e-05,2610,0.00042605274174733224,47.71049880981445,0.010787037037037038,0.002947274,-20.77571758976689
2272320,8770,263,259,7560.0,-5071.41241826,-1.0606184005737305,0.9952126145362854,0.2,-0.0006336282936994125,5e-05,2620,0.0006854704263430365,48.529396057128906,0.0053125,0.0019254418,-20.831645555849427
2280960,8802,264,259,7560.0,-5075.20985804,-1.0450307130813599,0.9981595277786255,0.2,-0.0016505730979972416,5e-05,2630,0.0006604694985435345,49.18244171142578,0.007534722222222222,0.0023059289,-20.890760644983363
2289600,8833,265,259,7560.0,-5075.427758,-1.0299568176269531,0.998939573764801,0.2,-0.0013228414201660564,5e-05,2640,0.0005216124968353176,50.053466796875,0.008125,0.0026819136,-20.947504149542915
2298240,8866,266,259,7560.0,-5073.38179755,-1.0482239723205566,0.9988866448402405,0.2,-0.001599110947076783,5e-05,2650,0.0005861808829595921,50.884315490722656,0.012534722222222221,0.0032903727,-21.005179526717576
2306880,8897,267,259,7560.0,-5076.03912011,-1.0460600852966309,0.9989868998527527,0.2,-0.0006597956586456685,5e-05,2660,0.0005705483966071538,51.562984466552734,0.003136574074074074,0.0014548749,-21.05210153226499
2315520,8928,268,259,7560.0,-5079.8909558,-1.0450385808944702,0.9979314804077148,0.2,-0.0007748677212469004,5e-05,2670,0.0008244005479112578,52.05036926269531,0.004652777777777777,0.0019397967,-21.09626053845441
2324160,8960,269,259,7560.0,-5076.155444160001,-1.0627143383026123,0.9979111552238464,0.2,-0.00047742060023463434,5e-05,2680,0.0010483880412195706,52.844940185546875,0.0028935185185185184,0.0015139399,-21.144853945131654
2332800,8991,270,259,7560.0,-5076.217445910001,-1.0518393516540527,0.9992352724075317,0.2,-0.0030657461721933,5e-05,2690,0.0005907617116247787,53.718685150146484,0.01840277777777778,0.0035966288,-21.199332744457102
2341440,9022,271,259,7560.0,-5078.8061879100005,-1.0639564990997314,0.9983723163604736,0.2,-0.0014205109174535782,5e-05,2700,0.0008659764325366941,54.577392578125,0.0061805555555555555,0.0026307,-21.250896951180916
2350080,9053,272,259,7560.0,-5096.73375518,-1.0758755207061768,0.997334361076355,0.2,-0.000985962246130738,5e-05,2710,0.0012554055754164302,55.434814453125,0.006539351851851852,0.001876973,-21.307441163239655
2358720,9086,273,259,7560.0,-5095.7094889,-1.0726091861724854,0.9990240931510925,0.2,-0.00032193164703332716,5e-05,2720,0.0004907736063641669,56.05217361450195,0.0008912037037037037,0.0010645838,-21.35706510897036
2367360,9117,274,259,7560.0,-5100.208549659999,-1.0609709024429321,0.9986143708229065,0.2,-0.0009545570244598719,5e-05,2730,0.0007954346421131588,57.057167053222656,0.003923611111111111,0.0017535649,-21.413547237537525
2376000,9148,275,259,7560.0,-5102.344860220001,-1.0743845701217651,0.9974653124809265,0.2,-0.001404184430182256,5e-05,2740,0.0012658920284593477,57.9744873046875,0.006296296296296296,0.0020272885,-21.484825553894044
2384640,9179,276,259,7560.0,-5101.79666101,-1.1050821542739868,0.9990039467811584,0.2,-0.0010351072648471153,5e-05,2750,0.0005549863334400235,58.92716979980469,0.005532407407407408,0.0016968636,-21.5477488510697
2393280,9210,277,259,7560.0,-5099.84506249,-1.0898339748382568,0.9991601705551147,0.2,-0.0012146563362330199,5e-05,2760,0.0004950521942831714,59.855552673339844,0.004074074074074074,0.0017335628,-21.602654770745172
2401920,9242,278,259,7560.0,-5096.21645105,-1.0965251922607422,0.9994109272956848,0.2,-0.001519434919960245,5e-05,2770,0.00043659017370642955,60.74443817138672,0.008969907407407407,0.001996372,-21.655365720678258
2410560,9273,279,259,7560.0,-5092.342427529999,-1.0861085653305054,0.9995485544204712,0.2,-0.0008991711057239661,5e-05,2780,0.00035683006168929515,61.441104888916016,0.0028472222222222223,0.0016223033,-21.70265167236328
2419200,9306,280,259,7560.0,-5093.85035215,-1.090099811553955,0.9996324181556702,0.2,-0.001806413032528427,5e-05,2790,0.0003089552917905773,62.499996185302734,0.007962962962962963,0.0021873964,-21.749505749455206
2427840,9338,281,259,7560.0,-5095.90391782,-1.0936845541000366,0.9994655847549438,0.2,-0.001358840175455919,5e-05,2800,0.0005240012892021763,63.211700439453125,0.0036226851851851854,0.0016180432,-21.789355208785445
2436480,9369,282,260,7560.0,-5099.6523379499995,-1.0865581035614014,0.9995045065879822,0.2,-0.0020538118278987153,5e-05,2810,0.0004136128026638525,64.04280853271484,0.004189814814814815,0.0018380533,-21.82548919112594
2445120,9400,283,260,7560.0,-5104.001793179999,-1.0987048149108887,0.9994747638702393,0.2,-0.0012458001032333683,5e-05,2820,0.00040428325790411757,65.11349487304688,0.003460648148148148,0.0016377205,-21.87202525809959
2453760,9431,284,260,7560.0,-5104.75944849,-1.092611312866211,0.9992220401763916,0.2,-0.001276019840432262,5e-05,2830,0.0005125060964255008,66.1435317993164,0.004560185185185185,0.0016705579,-21.92045650764748
2462400,9463,285,260,7560.0,-5109.275548879999,-1.0886173248291016,0.9993998408317566,0.2,-0.0017593563275618686,5e-05,2840,0.0003597064402614099,67.30960083007812,0.008032407407407408,0.002473713,-21.972729839748805
2471040,9494,286,260,7560.0,-5111.32984555,-1.107421875,0.9985908269882202,0.2,-0.0007076905433226515,5e-05,2850,0.00044136855005355623,68.08953094482422,0.005150462962962963,0.001492425,-22.019524571454085
2479680,9527,287,260,7560.0,-5113.47550366,-1.1147434711456299,0.9993889927864075,0.2,-0.001441464400505302,5e-05,2860,0.000399919940973632,69.228759765625,0.0033449074074074076,0.00194986,-22.066191851298015
2488320,9558,288,260,7560.0,-5116.44882546,-1.1232153177261353,0.9996379017829895,0.2,-0.0006726255045807058,5e-05,2870,0.00039261341936825946,70.29552459716797,0.0030092592592592593,0.0018908359,-22.117051063820167
2496960,9589,289,260,7560.0,-5118.9992520900005,-1.1170403957366943,0.9991016983985901,0.2,-0.0005133160998768829,5e-05,2880,0.0003358763250839224,71.42723846435547,0.0029976851851851853,0.0015884211,-22.17114466490569
2505600,9620,290,260,7560.0,-5142.372259239999,-1.1056890487670898,0.9991194605827332,0.2,-0.001971809946483484,5e-05,2890,0.00038738746844939196,72.46846771240234,0.006828703703703704,0.0021128636,-22.22288693604646
2514240,9651,291,260,7560.0,-5138.583787419999,-1.1105622053146362,0.9972172379493713,0.2,-0.0034335177709107047,5e-05,2900,0.0012661684434041726,73.87191009521484,0.021608796296296296,0.0036534683,-22.280201719778557
2522880,9682,292,260,7560.0,-5139.78036289,-1.1101901531219482,0.9995837211608887,0.2,-0.0009582343188769839,5e-05,2910,0.0003849179965995804,75.07017517089844,0.004907407407407407,0.0016065992,-22.352023479320383
2531520,9713,293,260,7560.0,-5136.533213329999,-1.122285008430481,0.9995111227035522,0.2,-0.0010396784856156619,5e-05,2920,0.0003196085309092369,75.88807678222656,0.0025694444444444445,0.0012485044,-22.401344884236654
2540160,9746,294,260,7560.0,-5171.67094372,-1.1262215375900269,0.998816967010498,0.2,-0.002363270139321685,5e-05,2930,0.0006546769474408831,77.04461669921875,0.01579861111111111,0.0026292056,-22.446545961168077
2548800,9778,295,260,7560.0,-5204.081026239999,-1.1311910152435303,0.9981187582015991,0.2,-0.002345489726781293,5e-05,2940,0.0017335549776261259,78.06400299072266,0.017013888888888887,0.0034303693,-22.505196129127786
2557440,9809,296,260,7560.0,-5204.3929951,-1.1432061195373535,0.9986391067504883,0.2,-0.0030104123763050193,5e-05,2950,0.0013720605809120806,79.69256591796875,0.029201388888888888,0.0040914626,-22.57459622701009
2566080,9840,297,260,7560.0,-5208.424488860001,-1.1474053859710693,0.9994163513183594,0.2,-0.0014613361420385816,5e-05,2960,0.00039009854504709233,80.90673065185547,0.006122685185185185,0.0018373498,-22.635432500486022
2574720,9871,298,260,7560.0,-5242.91337379,-1.1278730630874634,0.9951524138450623,0.2,-0.0014668755899010985,5e-05,2970,0.00171235240659573,81.84455871582031,0.008541666666666666,0.0015982932,-22.678137199966997
2583360,9902,299,260,7560.0,-5253.1209091,-1.1255011558532715,0.9972339868545532,0.2,-0.0022134146794538807,5e-05,2980,0.0014372608082636293,83.12129211425781,0.023310185185185184,0.0037671865,-22.731535774513528
2592000,9933,300,260,7560.0,-5258.77507175,-1.137440800666809,0.997470498085022,0.2,-0.0004878252929214526,5e-05,2990,0.0007636313944735944,84.26155090332031,0.0036342592592592594,0.0014903272,-22.788299362747757
2600640,9966,301,260,7560.0,-5254.4704229,-1.1448287963867188,0.9992111325263977,0.2,-0.0011790014395093615,5e-05,3000,0.0004691288546072664,85.30877685546875,0.005520833333333333,0.0017942159,-22.831237470838758
2609280,9998,302,260,7560.0,-5262.588772409999,-1.1387383937835693,0.9994470477104187,0.2,-0.0009092728997132293,5e-05,3010,0.0004395884062331687,86.24359893798828,0.004016203703703704,0.0017108995,-22.868272204928928
2617920,10030,303,261,7560.0,-5270.07473414,-1.163151741027832,0.9983540773391724,0.2,-0.0009369622784908171,5e-05,3020,0.000898212712426256,87.7620849609375,0.0035069444444444445,0.0017802307,-22.919238672609684
2626560,10061,304,261,7560.0,-5274.885576000001,-1.1621018648147583,0.9977236390113831,0.2,-0.000683838133700192,5e-05,3030,0.0007559302872848801,89.20578002929688,0.004247685185185185,0.0014500569,-22.97636630870678
2635200,10102,305,260,7560.0,-5282.28539445,-1.1500240564346313,0.9990954995155334,0.2,-0.0010426856930954038,5e-05,3040,0.00046587573109987984,90.73155212402344,0.0022916666666666667,0.0016206397,-23.03090268170392
2643840,10140,306,260,7560.0,-5291.40455491,-1.162986159324646,0.9967997670173645,0.2,-0.001026594438245175,5e-05,3050,0.0007557624013107098,92.3482666015625,0.0069791666666666665,0.0022609304,-23.09107202741835
2652480,10174,307,260,7560.0,-5322.463907709999,-1.1609421968460083,0.9941443800926208,0.2,-0.002575461847742123,5e-05,3060,0.0012421305287474145,93.96910095214844,0.021030092592592593,0.0033200362,-23.16151187331588
2661120,10208,308,260,7560.0,-5401.15886958,-1.1703956127166748,0.9954845309257507,0.2,-0.002437154147946448,5e-05,3070,0.0020805013713133696,95.62815856933594,0.009976851851851851,0.0027925824,-23.237748311360676
2669760,10241,309,260,7560.0,-5439.3203869,-1.1637705564498901,0.9962734580039978,0.2,-0.0025699185714539554,5e-05,3080,0.001991866605347712,97.9033203125,0.02039351851851852,0.004345413,-23.32491441656042
2678400,10276,310,260,7560.0,-5479.27786073,-1.1921323537826538,0.9959460496902466,0.2,-0.0019951130463569254,5e-05,3090,0.002201740207210942,99.6651840209961,0.016516203703703703,0.0030082897,-23.405432275842738
2687040,10309,311,260,7560.0,-5482.64644917,-1.1888790130615234,0.9970254302024841,0.2,-0.001661462733798005,5e-05,3100,0.002130892338765854,101.3794937133789,0.019247685185185184,0.0031483183,-23.473529223689326
2695680,10342,312,260,7560.0,-5491.894267840002,-1.180040955543518,0.9986496567726135,0.2,-0.0009733849149887208,5e-05,3110,0.0008287838858733367,103.01449584960938,0.008263888888888888,0.0019217037,-23.535208032396106
2704320,10376,313,260,7560.0,-5496.389545470001,-1.1780157089233398,0.9985441565513611,0.2,-0.0014329645893088093,5e-05,3120,0.0015021403955243942,104.44306182861328,0.01857638888888889,0.0028870727,-23.587521441424336
