time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/clip_range,train/explained_variance,train/value_loss,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/loss,train/std
256,2211840,-14745.67207862,311,8640.0,7111,5e-05,0.2,0.9998183250427246,0.0008902662531343392,2550,0.003261572,-0.0036126996038688556,0.018472222222222223,-14.599609278926144,-0.7226864099502563,21.534122467041016
257,2220480,-14759.638017190002,311,8640.0,7139,5e-05,0.2,0.9998039603233337,0.0011530407235517892,2560,0.0028092316,-0.0031230437278713065,0.012210648148148148,-14.632963829746952,-0.7492678761482239,21.840486526489258
258,2229120,-14769.520894970003,311,8640.0,7167,5e-05,0.2,0.9998030662536621,0.0010952846303849515,2570,0.0035402884,-0.004336218281079911,0.020416666666666666,-14.67421072712651,-0.7486902475357056,22.180208206176758
259,2237760,-14786.19106156,311,8640.0,7195,5e-05,0.2,0.9998177289962769,0.0008902664757894214,2580,0.002755521,-0.0035855862065390857,0.014722222222222222,-14.702364219382957,-0.7388259768486023,22.350324630737305
260,2246400,-14794.99745827,311,8640.0,7223,5e-05,0.2,0.9997778534889221,0.0009908120257616111,2590,0.0036179195,-0.0050172424964882705,0.02101851851851852,-14.725192712854456,-0.7477352023124695,22.661191940307617
261,2255040,-14803.488172060002,310,8640.0,7251,5e-05,0.2,0.999815821647644,0.0007907606326733475,2600,0.003225238,-0.002916618822556403,0.01712962962962963,-14.75591875853362,-0.7506799101829529,22.974884033203125
262,2263680,-14810.8682618,310,8640.0,7279,5e-05,0.2,0.9998251795768738,0.0007646554269767539,2610,0.0030816325,-0.0028827943209627713,0.015023148148148148,-14.78982738353588,-0.7449913620948792,23.27663230895996
263,2272320,-14836.24455715,310,8640.0,7306,5e-05,0.2,0.9998425245285034,0.0007280102498932845,2620,0.0036198795,-0.003179588426525394,0.02122685185185185,-14.825047877982811,-0.7527716755867004,23.604928970336914
264,2280960,-14847.304737220002,311,8640.0,7333,5e-05,0.2,0.999769926071167,0.0009786582512660298,2630,0.0030834062,-0.0045049539446416825,0.014664351851851852,-14.86281978253965,-0.7513100504875183,23.95879554748535
265,2289600,-14856.0885283,311,8640.0,7361,5e-05,0.2,0.9998353719711304,0.0006195604441368401,2640,0.0031059985,-0.003378527626498706,0.012407407407407407,-14.897188777217158,-0.7559208273887634,24.298486709594727
266,2298240,-14868.569155420002,311,8640.0,7389,5e-05,0.2,0.9998358488082886,0.0010027546887889642,2650,0.0034564221,-0.003092635731143808,0.019363425925925926,-14.935261041146738,-0.736584484577179,24.65804100036621
267,2306880,-14878.708152090001,310,8640.0,7417,5e-05,0.2,0.9998183846473694,0.000751160264696443,2660,0.0029517007,-0.0030581094875190133,0.011909722222222223,-14.96850917533592,-0.7641197443008423,24.99720573425293
268,2315520,-14898.355568760006,310,8640.0,7445,5e-05,0.2,0.9998549818992615,0.0007668516574280889,2670,0.002591309,-0.003580955593432817,0.014155092592592592,-14.992751353228535,-0.7425442934036255,25.242534637451172
269,2324160,-14914.240424110005,311,8640.0,7473,5e-05,0.2,0.9997866153717041,0.0009272584889334178,2680,0.00335434,-0.0034806258376273843,0.015833333333333335,-15.025421881499113,-0.7729544043540955,25.60202980041504
270,2332800,-14926.791299300003,310,8640.0,7501,5e-05,0.2,0.9998316168785095,0.0007463118886031832,2690,0.003588918,-0.005057750010552506,0.022569444444444444,-15.07235592453568,-0.7465258240699768,26.126741409301758
271,2341440,-14945.34874547,310,8640.0,7529,5e-05,0.2,0.9998370409011841,0.0005012052309164709,2700,0.0029061309,-0.00265524557446716,0.017233796296296296,-15.115501830489547,-0.7572141885757446,26.467838287353516
272,2350080,-14958.23098752,310,8640.0,7556,5e-05,0.2,0.9998457431793213,0.0006644274366812573,2710,0.0036248893,-0.003971516859062292,0.019166666666666665,-15.152617640318693,-0.7801390886306763,26.86463165283203
273,2358720,-14966.864310990002,310,8640.0,7584,5e-05,0.2,0.9998592734336853,0.0005681313797012317,2720,0.0033279594,-0.002977657353815933,0.015231481481481481,-15.190210018864384,-0.7320551872253418,27.19723129272461
274,2367360,-14983.010167450004,310,8640.0,7612,5e-05,0.2,0.999710738658905,0.0006966513320070657,2730,0.0018370801,-0.002176409927541735,0.005439814814814815,-15.220890526241726,-0.772550642490387,27.57518768310547
275,2376000,-15002.20331312,310,8640.0,7640,5e-05,0.2,0.9998561143875122,0.0006276649930859329,2740,0.0037102187,-0.0034304718490414045,0.02547453703703704,-15.256074532402886,-0.7772750854492188,28.04865837097168
276,2384640,-15019.78184116,310,8640.0,7667,5e-05,0.2,0.9998642802238464,0.0007327539649257367,2750,0.0037764153,-0.002705134418361855,0.01599537037037037,-15.29189833747016,-0.7560610771179199,28.352405548095703
277,2393280,-15044.774854309999,310,8640.0,7695,5e-05,0.2,0.9998483061790466,0.0006317777634076601,2760,0.0032528648,-0.0020443060945857456,0.016400462962962964,-15.329492418501113,-0.7664163708686829,28.835132598876953
278,2401920,-15064.733768570002,310,8640.0,7723,5e-05,0.2,0.9997490048408508,0.0008292563526494498,2770,0.0026848216,-0.0027854838848320974,0.011805555555555555,-15.372550344820375,-0.7727283239364624,29.208515167236328
279,2410560,-15089.893909990004,310,8640.0,7751,5e-05,0.2,0.9998477697372437,0.0008968673760709526,2780,0.003712738,-0.003919668504623351,0.02017361111111111,-15.411342834190085,-0.782362699508667,29.714202880859375
280,2419200,-15106.021661120001,310,8640.0,7779,5e-05,0.2,0.9997556209564209,0.0011111904126247046,2790,0.004033082,-0.0030766938205946375,0.022893518518518518,-15.455559275591815,-0.800274670124054,30.189237594604492
281,2427840,-15129.27868365,310,8640.0,7807,5e-05,0.2,0.9998537302017212,0.0007971842494077498,2800,0.003126872,-0.0032853488634443945,0.019166666666666665,-15.507295246124267,-0.7789573669433594,30.681718826293945
282,2436480,-15153.93404498,310,8640.0,7835,5e-05,0.2,0.9998496770858765,0.0007693289273366746,2810,0.0039790315,-0.004474644352923389,0.024733796296296295,-15.552747433980306,-0.7624098062515259,31.062271118164062
283,2445120,-15164.77012532,310,8640.0,7863,5e-05,0.2,0.9998511075973511,0.0008904455334198212,2820,0.0022959462,-0.0017566880668272024,0.014050925925925927,-15.588762083406802,-0.7846527099609375,31.4601993560791
284,2453760,-15187.372381449999,310,8640.0,7891,5e-05,0.2,0.9998432993888855,0.0006893136885655285,2830,0.0043244706,-0.00562528975514902,0.028900462962962965,-15.631988600978145,-0.8040266036987305,32.038848876953125
285,2462400,-15199.912748,310,8640.0,7918,5e-05,0.2,0.9998738765716553,0.0006908214832785436,2840,0.003488053,-0.0030216662865132095,0.022546296296296297,-15.681310785081651,-0.7741808891296387,32.57258987426758
286,2471040,-15261.002960449998,310,8640.0,7946,5e-05,0.2,0.9998638033866882,0.0006652437599324103,2850,0.004125725,-0.0037367392757355613,0.026678240740740742,-15.72485195018627,-0.7660302519798279,33.07848358154297
287,2479680,-15285.10857446,310,8640.0,7974,5e-05,0.2,0.9981551170349121,0.004100054282591575,2860,0.0033163442,-0.003916007798354797,0.02153935185185185,-15.767816403706869,-0.7791266441345215,33.44251251220703
288,2488320,-15307.477264950001,310,8640.0,8001,5e-05,0.2,0.9998323917388916,0.0007317951486739158,2870,0.0045207767,-0.003923081366724714,0.03471064814814815,-15.82062434302436,-0.7952965497970581,33.877708435058594
289,2496960,-15329.81906459,310,8640.0,8029,5e-05,0.2,0.9998109340667725,0.0009797386183291329,2880,0.0023608522,-0.0037811841387991553,0.015520833333333333,-15.866164195449263,-0.7866578102111816,34.31437301635742
290,2505600,-15354.571539959996,310,8640.0,8057,5e-05,0.2,0.9998281598091125,0.0009060686853653924,2890,0.0026478462,-0.002472496454914411,0.009085648148148148,-15.909233695136177,-0.8089122772216797,34.82954406738281
291,2514240,-15379.488390999999,310,8640.0,8084,5e-05,0.2,0.9998806715011597,0.0007761225658813836,2900,0.0027750998,-0.0023993504338000937,0.013449074074074073,-15.93652146657308,-0.8095845580101013,35.1879768371582
292,2522880,-15394.74476098,310,8640.0,8112,5e-05,0.2,0.9998942613601685,0.0006747690458023161,2910,0.0027408835,-0.00296775224963548,0.011446759259259259,-15.966301432009097,-0.812248945236206,35.853919982910156
293,2531520,-15411.13434475,310,8640.0,8140,5e-05,0.2,0.9998165369033813,0.0007625737808067007,2920,0.002685779,-0.003426695935928297,0.014004629629629629,-16.00116401531078,-0.8224399089813232,36.46912384033203
294,2540160,-15422.147092770001,310,8640.0,8168,5e-05,0.2,0.9997796416282654,0.0010261379062042881,2930,0.0031072758,-0.003545928750342379,0.014189814814814815,-16.029412711814597,-0.8128317594528198,36.79195785522461
295,2548800,-15440.430112810001,311,8640.0,8195,5e-05,0.2,0.9998152852058411,0.0008072151709779132,2940,0.0035653235,-0.004911966096023443,0.024699074074074075,-16.05545491395173,-0.790631115436554,37.34247589111328
296,2557440,-15452.582529049998,311,8640.0,8223,5e-05,0.2,0.9998415112495422,0.0008930443530833279,2950,0.0037192844,-0.003480583091042246,0.01880787037037037,-16.094502211676705,-0.8181809186935425,38.062156677246094
297,2566080,-15470.939849119999,311,8640.0,8250,5e-05,0.2,0.9998343586921692,0.0007940165623073914,2960,0.0031756414,-0.0037869060703518767,0.017708333333333333,-16.12641350781476,-0.7988904714584351,38.482582092285156
298,2574720,-15490.864347739996,311,8640.0,8278,5e-05,0.2,0.9998811483383179,0.0007264056793388187,2970,0.003233258,-0.003039519634373762,0.01579861111111111,-16.155547646416558,-0.7933792471885681,38.96023178100586
299,2583360,-15513.73293162,311,8640.0,8305,5e-05,0.2,0.9998943209648132,0.0006297819521838661,2980,0.0030795834,-0.0029866809881706207,0.008923611111111111,-16.189466674239547,-0.819329023361206,39.564971923828125
300,2592000,-15540.957075299997,311,8640.0,8333,5e-05,0.2,0.9998618364334106,0.000782069300206516,2990,0.0032784913,-0.00268407530668709,0.019814814814814816,-16.223521270751952,-0.8266518712043762,40.09737777709961
301,2600640,-15570.36642738,311,8640.0,8361,5e-05,0.2,0.9998459815979004,0.0008568967885717198,3000,0.0034166195,-0.002639514236641979,0.01480324074074074,-16.26542089815493,-0.818102240562439,40.835426330566406
302,2609280,-15594.636278720001,311,8640.0,8389,5e-05,0.2,0.9997611045837402,0.0010648921523156954,3010,0.0032143604,-0.002858920775664349,0.01653935185185185,-16.311072140446417,-0.8245237469673157,41.41314697265625
303,2617920,-15625.996039030002,311,8640.0,8417,5e-05,0.2,0.9998636841773987,0.000720908742686906,3020,0.0034245637,-0.0023886773328262345,0.013819444444444445,-16.35015815593578,-0.8380258083343506,41.96556854248047
304,2626560,-15653.29558591,311,8640.0,8445,5e-05,0.2,0.9997535943984985,0.001139350260771742,3030,0.0027324923,-0.003439422538245304,0.017743055555555557,-16.389424750716596,-0.8196638822555542,42.464683532714844
305,2635200,-15684.08626315,311,8640.0,8473,5e-05,0.2,0.9997849464416504,0.0011483297132912815,3040,0.002390361,-0.0018738797574338539,0.012685185185185185,-16.429893177173756,-0.8242853879928589,42.9644660949707
306,2643840,-15717.806639059996,310,8640.0,8501,5e-05,0.2,0.9998248815536499,0.0008830216728771726,3050,0.0030045402,-0.001984532598268103,0.014143518518518519,-16.47595859668873,-0.8346238136291504,43.73735809326172
307,2652480,-15743.359738719999,310,8640.0,8529,5e-05,0.2,0.9997550249099731,0.0010956999223627564,3060,0.0038854203,-0.004124362282282501,0.021296296296296296,-16.53291340439408,-0.809270977973938,44.49233627319336
308,2661120,-15770.30193694,310,8640.0,8556,5e-05,0.2,0.9998907446861267,0.0008208471820560387,3070,0.0043246974,-0.004586143221757892,0.03396990740740741,-16.582316010086625,-0.8698846101760864,45.19028091430664
309,2669760,-15800.21488038,310,8640.0,8584,5e-05,0.2,0.9999008178710938,0.0009356910386769515,3080,0.0030748022,-0.0022225642994184187,0.014861111111111111,-16.618200136820477,-0.8449242115020752,45.83032989501953
310,2678400,-15844.86063188,310,8640.0,8613,5e-05,0.2,0.9998052716255188,0.0011245239555352816,3090,0.0038715547,-0.0033858534828242327,0.02515046296296296,-16.66218928725631,-0.8224102854728699,46.48278045654297
311,2687040,-15871.046474660001,310,8640.0,8641,5e-05,0.2,0.9995129704475403,0.0013810234751845537,3100,0.0037772704,-0.0036927030292443104,0.025208333333333333,-16.7215510530825,-0.8408559560775757,47.341796875
312,2695680,-15907.403439489999,310,8640.0,8669,5e-05,0.2,0.9998917579650879,0.0008114181190979219,3110,0.0028568516,-0.0038163741957396267,0.01601851851851852,-16.765015029907225,-0.8392783403396606,47.93348693847656
313,2704320,-15936.617474170002,310,8640.0,8697,5e-05,0.2,0.9997644424438477,0.0010353921532751647,3120,0.0032836604,-0.002730138789931381,0.01607638888888889,-16.80459886904116,-0.837921142578125,48.82967758178711
314,2712960,-15967.003152100002,310,8640.0,8724,5e-05,0.2,0.9998972415924072,0.0007369099063928136,3130,0.0037336862,-0.0040434797458281675,0.020902777777777777,-16.85292640686035,-0.8400976061820984,49.68476867675781
315,2721600,-16005.665405100002,310,8640.0,8752,5e-05,0.2,0.9998528957366943,0.0009649826066689221,3140,0.0039721513,-0.004332015722369154,0.020694444444444446,-16.882864519755046,-0.8326176404953003,50.397926330566406
316,2730240,-16030.132968780003,310,8640.0,8780,5e-05,0.2,0.9997223019599915,0.0009215088618953747,3150,0.0033350417,-0.0022088861156737915,0.01761574074074074,-16.926048770480687,-0.8540471792221069,51.30339050292969
317,2738880,-16069.007312460004,310,8640.0,8808,5e-05,0.2,0.9998095631599426,0.0009836507889364535,3160,0.0027791043,-0.0028792398938633224,0.010185185185185186,-16.97304402951841,-0.8342791795730591,52.11905288696289
318,2747520,-16137.558678490002,310,8640.0,8835,5e-05,0.2,0.9996830224990845,0.001215425013926708,3170,0.0031422998,-0.002400700491335657,0.012511574074074074,-17.021046139752425,-0.8483669757843018,53.07813262939453
319,2756160,-16172.397047110002,310,8640.0,8863,5e-05,0.2,0.9986258745193481,0.0024362179072556535,3180,0.0034847113,-0.0026087920034856154,0.02070601851851852,-17.079953238875778,-0.862581729888916,53.89777755737305
320,2764800,-16221.28237586,310,8640.0,8891,5e-05,0.2,0.9997262954711914,0.0014010964019042958,3190,0.0035593268,-0.003320884292565838,0.024247685185185185,-17.13290557720043,-0.8523463010787964,54.623382568359375
321,2773440,-16297.920828790002,310,8640.0,8919,5e-05,0.2,0.9995936751365662,0.0012601964873977488,3200,0.0028604164,-0.0021945483644527416,0.017025462962962964,-17.191504269352667,-0.8459038138389587,55.64378356933594
322,2782080,-16331.417251,310,8640.0,8947,5e-05,0.2,0.9988588094711304,0.0030974670319335053,3210,0.0032079802,-0.0022541026583079386,0.015694444444444445,-17.255023090221265,-0.8667890429496765,56.3876953125
323,2790720,-16366.845211979999,310,8640.0,8975,5e-05,0.2,0.9997687935829163,0.0014497011793665243,3220,0.004168382,-0.004260480780050986,0.029872685185185186,-17.30496676692256,-0.8654587268829346,57.25009536743164
324,2799360,-16416.78833859,310,8640.0,9002,5e-05,0.2,0.9998342394828796,0.0010839501704968926,3230,0.0031461844,-0.0029899598328672625,0.01025462962962963,-17.339997565658003,-0.8767203688621521,58.24116516113281
325,2808000,-16456.70720786,310,8640.0,9030,5e-05,0.2,0.9994776844978333,0.001419946214774865,3240,0.003224294,-0.003134165696316847,0.018275462962962962,-17.388296948185673,-0.8804185390472412,59.40739059448242
326,2816640,-16477.65384879,310,8640.0,9058,5e-05,0.2,0.9997590780258179,0.001185948838678154,3250,0.003315197,-0.0035862106238319365,0.01625,-17.45104953624584,-0.8814918994903564,60.694766998291016
327,2825280,-16516.70433856,310,8640.0,9086,5e-05,0.2,0.9998368620872498,0.0010525099337057866,3260,0.0031600664,-0.003703699083481398,0.01673611111111111,-17.49961296222828,-0.8614892959594727,61.750362396240234
328,2833920,-16538.28384375,310,8640.0,9114,5e-05,0.2,0.9997145533561707,0.0011706053892029794,3270,0.003028238,-0.002582527686652072,0.017905092592592594,-17.54456827799479,-0.8795274496078491,62.70166015625
329,2842560,-16566.106000969998,310,8640.0,9142,5e-05,0.2,0.9998139142990112,0.0010157980338489222,3280,0.0038283658,-0.003955286727286875,0.01733796296296296,-17.583715354071725,-0.8945831656455994,63.521724700927734
330,2851200,-16602.62109613,310,8640.0,9169,5e-05,0.2,0.9998303651809692,0.0011804181010315747,3290,0.003030033,-0.0035237204380919812,0.013622685185185186,-17.616937794155543,-0.8731156587600708,64.54962921142578
331,2859840,-16627.842500079994,310,8640.0,9197,5e-05,0.2,0.9998259544372559,0.0009986089917839746,3300,0.0030100143,-0.003919234849616057,0.018680555555555554,-17.655226652357314,-0.9052881002426147,65.47236633300781
332,2868480,-16643.178735089998,310,8640.0,9226,5e-05,0.2,0.9997047781944275,0.0012748495347935844,3310,0.0035807872,-0.004296801487949711,0.020405092592592593,-17.702773345664696,-0.8833646178245544,66.67335510253906
333,2877120,-16671.140763239997,310,8640.0,9253,5e-05,0.2,0.9998289942741394,0.0012190324114420004,3320,0.0037791464,-0.004552971842802233,0.025046296296296296,-17.748121734901712,-0.8865460157394409,67.91340637207031
334,2885760,-16683.31708559,310,8640.0,9282,5e-05,0.2,0.9997848272323608,0.001183972017369578,3330,0.0035368686,-0.0031994189965297228,0.016296296296296295,-17.786401986016166,-0.8754833340644836,68.70061492919922
335,2894400,-16694.90150336,310,8640.0,9310,5e-05,0.2,0.999828577041626,0.0013177343560770774,3340,0.0036825915,-0.0034085492832862116,0.020891203703703703,-17.827762195445874,-0.8862148523330688,69.98198699951172
336,2903040,-16717.96749354,310,8640.0,9337,5e-05,0.2,0.9997645020484924,0.0011719725215462622,3350,0.0022872076,-0.002153359114502867,0.012025462962962963,-17.86643676475242,-0.8959563374519348,71.05418395996094
337,2911680,-16738.87914462,310,8640.0,9365,5e-05,0.2,0.9998291730880737,0.001180579628476321,3360,0.0036546397,-0.0034504527829725433,0.019930555555555556,-17.908386041146738,-0.9026842713356018,72.42478942871094
338,2920320,-16716.92995615,310,8640.0,9393,5e-05,0.2,0.9998303651809692,0.0012302522746095847,3370,0.0025231082,-0.002585394088075393,0.00886574074074074,-17.947078675164118,-0.8827351927757263,73.2379150390625
339,2928960,-16711.95783051,310,8640.0,9421,5e-05,0.2,0.9997437596321106,0.0013145418545334703,3380,0.002241848,-0.0021227711182156645,0.009618055555555555,-17.97342114766439,-0.9119646549224854,74.48003387451172
340,2937600,-16713.909950120003,310,8640.0,9448,5e-05,0.2,0.9998531937599182,0.0012411466385970858,3390,0.003335297,-0.00410588136408478,0.014583333333333334,-17.994273832815665,-0.9081865549087524,75.25471496582031
341,2946240,-16704.269148450003,310,8640.0,9476,5e-05,0.2,0.9998010993003845,0.0013935229256835386,3400,0.0025749386,-0.003704325195953802,0.010347222222222223,-18.018874193827312,-0.9046241641044617,76.29109954833984
342,2954880,-16714.899013560003,310,8640.0,9504,5e-05,0.2,0.9996185898780823,0.0012650845040722439,3410,0.0015076532,-0.0021654862246510607,0.0042592592592592595,-18.049247279696996,-0.9073984026908875,77.45291137695312
343,2963520,-16701.635728390003,310,8640.0,9531,5e-05,0.2,0.9998459219932556,0.0013717735664599954,3420,0.0025073353,-0.0028686031240418002,0.013425925925925926,-18.086256507590964,-0.8929025530815125,78.3414077758789
344,2972160,-16710.578803120003,310,8640.0,9560,5e-05,0.2,0.999862790107727,0.0010953614589137336,3430,0.0036550818,-0.0038768324576732185,0.023217592592592592,-18.12119162382903,-0.9003573060035706,79.40211486816406
345,2980800,-16711.423020920003,310,8640.0,9588,5e-05,0.2,0.9997557997703552,0.0009282596503962176,3440,0.0036741213,-0.002881199234786133,0.026689814814814816,-18.155648901197644,-0.9132401347160339,80.57748413085938
346,2989440,-16733.893461120002,310,8640.0,9615,5e-05,0.2,0.9998765587806702,0.001055175106330016,3450,0.0037323758,-0.00437831853085232,0.030104166666666668,-18.19038161666305,-0.9334034323692322,81.7693862915039
347,2998080,-16728.625645109998,310,8640.0,9643,5e-05,0.2,0.9997208714485168,0.0011846238056077035,3460,0.003796841,-0.0036408010263133932,0.025034722222222222,-18.230714939258718,-0.9268684983253479,83.13327026367188
348,3006720,-16732.32859297,310,8640.0,9670,5e-05,0.2,0.9998919367790222,0.0008728106937336701,3470,0.0027041396,-0.0024466853297350033,0.011030092592592593,-18.273118798997668,-0.9194617867469788,84.3476333618164
349,3015360,-16730.47569712,310,8640.0,9698,5e-05,0.2,0.9994847774505615,0.001615134698308625,3480,0.0031745408,-0.0020552655957915165,0.02189814814814815,-18.32388358504684,-0.9192628860473633,85.78620910644531
350,3024000,-16738.27844391,310,8640.0,9726,5e-05,0.2,0.9998424649238586,0.0013540095425883514,3490,0.0022124355,-0.002642551280592603,0.009097222222222222,-18.37756988807961,-0.9285624623298645,87.40044403076172
351,3032640,-16760.16291631,310,8640.0,9754,5e-05,0.2,0.9998691082000732,0.0011211051904225584,3500,0.0032613263,-0.0044821610168933315,0.01758101851851852,-18.409266172338416,-0.9214990735054016,88.24320983886719
352,3041280,-16779.25919969,310,8640.0,9782,5e-05,0.2,0.9995959401130676,0.0012337399752707118,3510,0.0031234787,-0.0033591966103348465,0.015046296296296295,-18.452444352044,-0.9386588931083679,89.81092834472656
353,3049920,-16774.46956311,310,8640.0,9809,5e-05,0.2,0.9995184540748596,0.0016890855497870318,3520,0.004136065,-0.0029008862476244015,0.02704861111111111,-18.515718869809753,-0.9488639831542969,91.43017578125
354,3058560,-16797.27803863,310,8640.0,9838,5e-05,0.2,0.999879002571106,0.001123933998967038,3530,0.003117179,-0.0036299281044759684,0.01765046296296296,-18.557100007798937,-0.93621426820755,92.5148696899414
355,3067200,-16812.69914934,310,8640.0,9865,5e-05,0.2,0.9997135400772095,0.0014681837383950889,3540,0.0039500925,-0.0045919088396692165,0.027905092592592592,-18.597607937565556,-0.9282042384147644,94.31758117675781
356,3075840,-16821.43958077,310,8640.0,9893,5e-05,0.2,0.9998468160629272,0.0011293690540629473,3550,0.0032612206,-0.003764468226581812,0.02167824074074074,-18.656204753451878,-0.9365262389183044,96.23485565185547
357,3084480,-16829.285969419998,310,8640.0,9921,5e-05,0.2,0.999876081943512,0.0012303568539640832,3560,0.0037681959,-0.004165435715026602,0.02380787037037037,-18.705336466188783,-0.9326063394546509,97.87844848632812
358,3093120,-16845.96864536,310,8640.0,9949,5e-05,0.2,0.9998689889907837,0.0012218289548332837,3570,0.0030738427,-0.0037739746854640543,0.012986111111111111,-18.746097713046602,-0.934866189956665,99.66883087158203
359,3101760,-16855.51290511,310,8640.0,9976,5e-05,0.2,0.9998672008514404,0.0008923420192096037,3580,0.0023115529,-0.0024902795202581696,0.010243055555555556,-18.786908812346283,-0.9488281011581421,101.3159408569336
360,3110400,-16878.65032053,310,8640.0,10004,5e-05,0.2,0.9998709559440613,0.0011678235992763398,3590,0.002920449,-0.002969586004641045,0.018506944444444444,-18.82759443777579,-0.9347535371780396,102.5438461303711
361,3119040,-16895.017061339997,310,8640.0,10032,5e-05,0.2,0.9998589754104614,0.001002983822858099,3600,0.0034357256,-0.002459298294830929,0.01837962962962963,-18.862709986368817,-0.9325376749038696,103.9856948852539
362,3127680,-16910.64844284,310,8640.0,10060,5e-05,0.2,0.9999174475669861,0.0009077892090728575,3610,0.0031509704,-0.004304822069868722,0.018831018518518518,-18.88683050367567,-0.9434148669242859,105.02400207519531
363,3136320,-16915.605164599998,310,8640.0,10088,5e-05,0.2,0.9998342394828796,0.0012993693349589767,3620,0.0028021024,-0.003175865561287436,0.011840277777777778,-18.912877917819554,-0.9538407921791077,106.80790710449219
364,3144960,-16939.07831174,310,8640.0,10115,5e-05,0.2,0.9998056888580322,0.0016169375820620055,3630,0.0040829307,-0.004247580501854558,0.025590277777777778,-18.959263057002314,-0.955700159072876,109.10270690917969
365,3153600,-16953.796197509997,310,8640.0,10143,5e-05,0.2,0.9998480081558228,0.0011734822527634807,3640,0.0030002557,-0.0026070651465475007,0.018506944444444444,-18.99900235352693,-0.9306334853172302,110.28438568115234
366,3162240,-16981.20044401,310,8640.0,10171,5e-05,0.2,0.999893844127655,0.0009067323000851536,3650,0.0030069754,-0.002901946766026042,0.016377314814814813,-19.026490190294055,-0.9425787329673767,111.57936096191406
367,3170880,-17006.031684899997,310,8640.0,10199,5e-05,0.2,0.9997122287750244,0.001340685062847721,3660,0.0036516495,-0.00371755832116361,0.02568287037037037,-19.07130858103434,-0.9738178253173828,113.48594665527344
368,3179520,-17025.17499733,310,8640.0,10227,5e-05,0.2,0.9998554587364197,0.0011401587817386758,3670,0.003089925,-0.003003513699449185,0.014340277777777778,-19.12266219668918,-0.9709368944168091,115.40367126464844
369,3188160,-17093.24763248,310,8640.0,10254,5e-05,0.2,0.999756932258606,0.0013075350880346916,3680,0.003415895,-0.004254670455292971,0.026354166666666668,-19.163381203545466,-0.9648880958557129,116.87268829345703
370,3196800,-17122.662079669997,310,8640.0,10282,5e-05,0.2,0.9989467859268188,0.004749667126926835,3690,0.0044352273,-0.003389133187010884,0.02466435185185185,-19.214659360249836,-0.9588366746902466,118.86322784423828
371,3205440,-17137.22643679,310,8640.0,10310,5e-05,0.2,0.9998102188110352,0.0012770261053703035,3700,0.003161385,-0.002505620264241265,0.020069444444444445,-19.266062267444752,-0.9786274433135986,120.57150268554688
372,3214080,-17170.15756964,310,8640.0,10338,5e-05,0.2,0.9998316764831543,0.001234583402250859,3710,0.0036154878,-0.0038211667461803666,0.015023148148148148,-19.311507600854945,-0.9641133546829224,123.07013702392578
373,3222720,-17197.46625413,310,8640.0,10366,5e-05,0.2,0.9996934533119202,0.0013616885156025765,3720,0.003222919,-0.00338635144651764,0.016631944444444446,-19.361364268550165,-0.9517534971237183,124.86223602294922
374,3231360,-17216.719772539996,310,8640.0,10394,5e-05,0.2,0.9998711943626404,0.0011991429478749288,3730,0.0036875824,-0.0033242727919585175,0.019895833333333335,-19.401653717888728,-1.003695011138916,126.62550354003906
375,3240000,-17240.98251311,310,8640.0,10421,5e-05,0.2,0.9998553991317749,0.0009955513107383416,3740,0.0042993035,-0.004312203512871983,0.029108796296296296,-19.44529312275074,-0.9834685325622559,128.79502868652344
376,3248640,-17262.19357593,310,8640.0,10449,5e-05,0.2,0.9998551607131958,0.0011662904697004705,3750,0.0034768197,-0.0037467747562806362,0.026585648148148146,-19.496949195861816,-0.9882054328918457,131.52537536621094
377,3257280,-17332.65461708,310,8640.0,10477,5e-05,0.2,0.9998049139976501,0.0013249882049556753,3760,0.0030931544,-0.002753877218088342,0.0140625,-19.545063538727938,-0.9930565357208252,134.1741485595703
378,3265920,-17360.98973612,310,8640.0,10505,5e-05,0.2,0.998761773109436,0.003234671467949671,3770,0.0040978664,-0.005043892960788475,0.027905092592592592,-19.607089651602287,-0.9938312768936157,136.559814453125
379,3274560,-17385.38850044,310,8640.0,10533,5e-05,0.2,0.999775767326355,0.0013250824246184762,3780,0.0026336017,-0.0020847910730582143,0.012488425925925925,-19.673010224236382,-0.9699801802635193,138.7674102783203
380,3283200,-17452.59607918,310,8640.0,10560,5e-05,0.2,0.9997819066047668,0.001290109054814955,3790,0.0028353033,-0.0021475493554370824,0.012881944444444444,-19.733704063980667,-1.0054256916046143,141.6454315185547
381,3291840,-17484.635197079995,310,8640.0,10588,5e-05,0.2,0.9992514252662659,0.00275593605983347,3800,0.0028239351,-0.0021693564947970487,0.015625,-19.793148851747866,-0.9986379742622375,143.72169494628906
382,3300480,-17519.827614539998,310,8640.0,10616,5e-05,0.2,0.9998318552970886,0.0011761835782090203,3810,0.0034878722,-0.003620033769230186,0.01693287037037037,-19.833924138104475,-1.0074459314346313,145.45111083984375
383,3309120,-17568.62602792,310,8640.0,10644,5e-05,0.2,0.9996606707572937,0.0017023677957520166,3820,0.0033083425,-0.003460451398148305,0.022314814814814815,-19.885269542270237,-0.973587155342102,148.2788543701172
